Time	Channel B
(ms)	(mV)

0.34406400	0.00748337
0.34457600	0.00832250
0.34508800	0.01128985
0.34560000	0.01486232
0.34611200	0.00986492
0.34662400	0.00971231
0.34713600	0.01522629
0.34764800	0.00903922
0.34816000	0.00216360
0.34867200	0.00715979
0.34918400	0.01099212
0.34969600	0.01086384
0.35020800	0.00754190
0.35072000	0.00254783
0.35123200	0.00417115
0.35174400	0.00983939
0.35225600	0.01399404
0.35276800	0.01824830
0.35328000	0.01745637
0.35379200	0.00912050
0.35430400	0.00704055
0.35481600	0.01394147
0.35532800	0.00798454
0.35584000	0.00650840
0.35635200	0.00761804
0.35686400	0.00552899
0.35737600	0.00093510
0.35788800	0.00407815
0.35840000	0.01044356
0.35891200	0.01301658
0.35942400	0.01027481
0.35993600	0.00421774
0.36044800	0.00878137
0.36096000	0.01158541
0.36147200	0.00820218
0.36198400	0.00468939
0.36249600	0.00258884
0.36300800	0.01068981
0.36352000	0.01323787
0.36403200	0.01188436
0.36454400	0.01064907
0.36505600	0.00201473
0.36556800	0.00902763
0.36608000	0.01105866
0.36659200	0.00971315
0.36710400	0.00600029
0.36761600	0.00491114
0.36812800	0.00612977
0.36864000	0.00697955
0.36915200	0.01034748
0.36966400	0.00814537
0.37017600	0.01476690
0.37068800	0.01654460
0.37120000	0.01490014
0.37171200	0.01490390
0.37222400	0.01438749
0.37273600	0.01156391
0.37324800	0.01275536
0.37376000	0.01121368
0.37427200	0.00759387
0.37478400	0.00706975
0.37529600	0.00576089
0.37580800	0.00100437
0.37632000	0.00246155
0.37683200	0.00302617
0.37734400	0.00628074
0.37785600	0.00730955
0.37836800	0.00645493
0.37888000	0.01721898
0.37939200	0.01455734
0.37990400	0.00892582
0.38041600	0.00093175
0.38092800	0.00718481
0.38144000	0.00950484
0.38195200	0.01124393
0.38246400	0.01180506
0.38297600	0.00676891
0.38348800	0.00591754
0.38400000	0.00863902
0.38451200	0.01101142
0.38502400	0.01093279
0.38553600	0.01314372
0.38604800	0.01422688
0.38656000	0.00965857
0.38707200	0.00169872
0.38758400	0.00778568
0.38809600	0.01514016
0.38860800	0.01685511
0.38912000	0.01134023
0.38963200	0.00796968
0.39014400	0.00468216
0.39065600	0.00690782
0.39116800	0.00868476
0.39168000	0.00664942
0.39219200	0.01267548
0.39270400	0.01185060
0.39321600	0.00965849
0.39372800	0.01028592
0.39424000	0.00670225
0.39475200	0.00456790
0.39526400	0.00088293
0.39577600	0.00263596
0.39628800	0.00135542
0.39680000	0.00253393
0.39731200	0.01014185
0.39782400	0.01207984
0.39833600	0.00815160
0.39884800	0.00510004
0.39936000	0.00917346
0.39987200	0.00391768
0.40038400	0.00695853
0.40089600	0.01196680
0.40140800	0.01828063
0.40192000	0.01326832
0.40243200	0.00886330
0.40294400	0.00701165
0.40345600	0.00799434
0.40396800	0.01359772
0.40448000	0.00992894
0.40499200	0.00391959
0.40550400	0.00923366
0.40601600	0.01303443
0.40652800	0.01152700
0.40704000	0.01152140
0.40755200	0.01208104
0.40806400	0.01406445
0.40857600	0.01119592
0.40908800	0.00665572
0.40960000	0.00755593
0.41011200	0.01039489
0.41062400	0.01391255
0.41113600	0.01105446
0.41164800	0.01020685
0.41216000	0.00976525
0.41267200	0.00568475
0.41318400	0.00431946
0.41369600	0.00246987
0.41420800	0.00712413
0.41472000	0.00823476
0.41523200	0.00595636
0.41574400	0.00467703
0.41625600	0.00545444
0.41676800	0.00843177
0.41728000	0.00775384
0.41779200	0.00797611
0.41830400	0.01088380
0.41881600	0.01322176
0.41932800	0.01534245
0.41984000	0.01207399
0.42035200	0.00942167
0.42086400	0.01103430
0.42137600	0.01705272
0.42188800	0.01817429
0.42240000	0.01111381
0.42291200	0.01212020
0.42342400	0.01559930
0.42393600	0.01574633
0.42444800	0.01400888
0.42496000	0.01004791
0.42547200	0.01068386
0.42598400	0.01041848
0.42649600	0.00930157
0.42700800	0.01423476
0.42752000	0.00997093
0.42803200	0.00739997
0.42854400	0.00298560
0.42905600	0.00389548
0.42956800	0.00770263
0.43008000	0.01066832
0.43059200	0.01297473
0.43110400	0.01064702
0.43161600	0.00757784
0.43212800	0.00963460
0.43264000	0.01009198
0.43315200	0.01394138
0.43366400	0.01617820
0.43417600	0.01054602
0.43468800	0.00146624
0.43520000	0.00611655
0.43571200	0.00260765
0.43622400	0.00111688
0.43673600	0.00315967
0.43724800	0.01280805
0.43776000	0.01657650
0.43827200	0.01163087
0.43878400	0.00792405
0.43929600	0.00839780
0.43980800	0.00761158
0.44032000	0.00310072
0.44083200	0.00243500
0.44134400	0.00495959
0.44185600	0.00931913
0.44236800	0.01407500
0.44288000	0.01058955
0.44339200	0.00126431
0.44390400	0.00401788
0.44441600	0.01018121
0.44492800	0.01483429
0.44544000	0.01097946
0.44595200	0.00185836
0.44646400	0.00153653
0.44697600	0.00464389
0.44748800	0.00434319
0.44800000	0.00546666
0.44851200	0.00423711
0.44902400	0.00114214
0.44953600	0.00223266
0.45004800	0.00705930
0.45056000	0.00892237
0.45107200	0.00691939
0.45158400	0.00270727
0.45209600	0.00059933
0.45260800	0.00424602
0.45312000	0.00601725
0.45363200	0.00673591
0.45414400	0.00491690
0.45465600	0.00200500
0.45516800	0.00557958
0.45568000	0.00213590
0.45619200	0.01021197
0.45670400	0.01032876
0.45721600	0.00987185
0.45772800	0.01439385
0.45824000	0.01043367
0.45875200	0.00346626
0.45926400	0.01190140
0.45977600	0.00807274
0.46028800	0.00653868
0.46080000	0.00777637
0.46131200	0.00085839
0.46182400	0.00747536
0.46233600	0.00889398
0.46284800	0.00873253
0.46336000	0.00393504
0.46387200	0.00659562
0.46438400	0.01272447
0.46489600	0.00665257
0.46540800	0.00251123
0.46592000	0.00334814
0.46643200	0.00538465
0.46694400	0.00686659
0.46745600	0.00768569
0.46796800	0.00677062
0.46848000	0.00718200
0.46899200	0.00947863
0.46950400	0.01274356
0.47001600	0.00981187
0.47052800	0.01612059
0.47104000	0.01611220
0.47155200	0.01232192
0.47206400	0.00323320
0.47257600	0.00387164
0.47308800	0.00536154
0.47360000	0.00751093
0.47411200	0.00435646
0.47462400	0.00167695
0.47513600	0.00560224
0.47564800	0.01165116
0.47616000	0.01029552
0.47667200	0.00592093
0.47718400	0.01264623
0.47769600	0.01059564
0.47820800	0.00139853
0.47872000	0.00700341
0.47923200	0.00885021
0.47974400	0.00798707
0.48025600	0.00662903
0.48076800	0.00253655
0.48128000	0.00433262
0.48179200	0.00580316
0.48230400	0.00301060
0.48281600	0.00259444
0.48332800	0.00850941
0.48384000	0.00866075
0.48435200	0.00665594
0.48486400	0.01805794
0.48537600	0.02268188
0.48588800	0.01705405
0.48640000	0.01069630
0.48691200	0.00960158
0.48742400	0.00815932
0.48793600	0.00237875
0.48844800	0.00790562
0.48896000	0.00558644
0.48947200	0.00165250
0.48998400	0.00778807
0.49049600	0.01010243
0.49100800	0.00899142
0.49152000	0.01023308
0.49203200	0.01596937
0.49254400	0.01334693
0.49305600	0.00581915
0.49356800	0.00718847
0.49408000	0.00842622
0.49459200	0.00550285
0.49510400	0.00277671
0.49561600	0.00494726
0.49612800	0.00765593
0.49664000	0.00585913
0.49715200	0.00163201
0.49766400	0.00543616
0.49817600	0.01109781
0.49868800	0.00969005
0.49920000	0.00666630
0.49971200	0.00044234
0.50022400	0.01260338
0.50073600	0.01647067
0.50124800	0.00839631
0.50176000	0.00473884
0.50227200	0.00457072
0.50278400	0.00870956
0.50329600	0.00917654
0.50380800	0.01328436
0.50432000	0.01842040
0.50483200	0.01874557
0.50534400	0.02016583
0.50585600	0.01791342
0.50636800	0.01239581
0.50688000	0.00685080
0.50739200	0.00675423
0.50790400	0.00604169
0.50841600	0.00648537
0.50892800	0.00331477
0.50943990	0.00697150
0.50995200	0.00765829
0.51046400	0.00761999
0.51097600	0.00965339
0.51148800	0.00352449
0.51200000	0.00309525
0.51251200	0.00925534
0.51302400	0.00324700
0.51353600	0.00771079
0.51404800	0.00684240
0.51456000	0.00419771
0.51507200	0.01162548
0.51558400	0.01261235
0.51609600	0.01013696
0.51660800	0.00728611
0.51712000	0.00320963
0.51763200	0.00138004
0.51814400	0.00489028
0.51865600	0.00271924
0.51916800	0.00469435
0.51968000	0.00311397
0.52019200	0.00844525
0.52070400	0.00851668
0.52121600	0.01008144
0.52172800	0.01332731
0.52224000	0.01469208
0.52275200	0.01452881
0.52326400	0.01096256
0.52377600	0.00232588
0.52428800	0.01232028
0.52480000	0.01013436
0.52531190	0.00527171
0.52582400	0.00803889
0.52633600	0.01361585
0.52684800	0.01046961
0.52736000	0.00272801
0.52787200	0.00543368
0.52838400	0.00897176
0.52889600	0.01032274
0.52940800	0.00805735
0.52992000	0.00607419
0.53043200	0.00481947
0.53094400	0.00703508
0.53145600	0.00661608
0.53196800	0.00526597
0.53248000	0.00768800
0.53299200	0.01223733
0.53350400	0.00729497
0.53401600	0.00755975
0.53452800	0.00252744
0.53504000	0.00111758
0.53555200	0.00402744
0.53606400	0.00415584
0.53657600	0.00685279
0.53708800	0.01068850
0.53760000	0.00745994
0.53811200	0.00748140
0.53862400	0.01576102
0.53913600	0.01669311
0.53964800	0.01385581
0.54016000	0.00827870
0.54067200	0.00145263
0.54118400	0.00282306
0.54169600	0.00261254
0.54220800	0.00764568
0.54272000	0.00806910
0.54323200	0.00407730
0.54374400	0.00934573
0.54425600	0.01532200
0.54476800	0.01366828
0.54528000	0.00369546
0.54579200	0.00534310
0.54630400	0.00237639
0.54681600	0.00877792
0.54732800	0.00592988
0.54783990	0.00730528
0.54835190	0.00857935
0.54886400	0.00315425
0.54937600	0.00477390
0.54988800	0.00498837
0.55040000	0.00257615
0.55091200	0.00590426
0.55142400	0.00562852
0.55193600	0.00777182
0.55244800	0.00796226
0.55296000	0.00519331
0.55347200	0.00189269
0.55398400	0.00247554
0.55449600	0.01030638
0.55500800	0.00897270
0.55552000	0.00069798
0.55603200	0.00301629
0.55654400	0.00371218
0.55705600	0.01057412
0.55756800	0.00961342
0.55808000	0.00787415
0.55859200	0.00817914
0.55910400	0.00733114
0.55961600	0.00632081
0.56012800	0.00617398
0.56064000	0.00667507
0.56115200	0.00611965
0.56166400	0.00446210
0.56217600	0.00871479
0.56268800	0.00464039
0.56320000	0.00481169
0.56371200	0.00272171
0.56422390	0.00475895
0.56473590	0.00678046
0.56524800	0.00760040
0.56576000	0.00431724
0.56627200	0.00160611
0.56678400	0.00722129
0.56729600	0.00971086
0.56780800	0.00803762
0.56832000	0.00756544
0.56883200	0.00448609
0.56934400	0.00384832
0.56985600	0.00365770
0.57036800	0.00595470
0.57088000	0.01160933
0.57139200	0.01067159
0.57190400	0.01022522
0.57241600	0.00853456
0.57292800	0.00834190
0.57344000	0.00554186
0.57395200	0.00771931
0.57446400	0.00932347
0.57497600	0.00603857
0.57548800	0.00286053
0.57600000	0.00537982
0.57651200	0.00864385
0.57702400	0.00736160
0.57753600	0.00549062
0.57804800	0.00860156
0.57856000	0.00612451
0.57907200	0.00091400
0.57958400	0.00652639
0.58009600	0.00843659
0.58060800	0.00495369
0.58112000	0.00122225
0.58163200	0.00462907
0.58214400	0.01032293
0.58265600	0.01061823
0.58316800	0.00943090
0.58368000	0.00641940
0.58419200	0.00061464
0.58470400	0.00414335
0.58521600	0.00492609
0.58572800	0.00724392
0.58624000	0.00763079
0.58675190	0.00509349
0.58726400	0.00472293
0.58777600	0.00286483
0.58828800	0.00172626
0.58880000	0.00406067
0.58931200	0.00773673
0.58982400	0.00684452
0.59033600	0.00535185
0.59084800	0.00551370
0.59136000	0.00845163
0.59187200	0.01140728
0.59238400	0.01628340
0.59289600	0.01735554
0.59340800	0.01261820
0.59392000	0.00851270
0.59443200	0.00730845
0.59494400	0.00431367
0.59545600	0.00224890
0.59596800	0.00695303
0.59648000	0.00703338
0.59699200	0.00495726
0.59750400	0.01032864
0.59801600	0.01495144
0.59852800	0.00997005
0.59904000	0.00422294
0.59955200	0.00999571
0.60006400	0.01091014
0.60057600	0.00354414
0.60108800	0.00369238
0.60160000	0.00391378
0.60211200	0.00363400
0.60262400	0.00362104
0.60313590	0.00500728
0.60364790	0.00615739
0.60416000	0.00598887
0.60467200	0.00617472
0.60518400	0.00588675
0.60569600	0.00511523
0.60620800	0.00937155
0.60672000	0.00919400
0.60723200	0.00991004
0.60774400	0.00854325
0.60825600	0.00322564
0.60876800	0.00392373
0.60928000	0.00584620
0.60979200	0.00440721
0.61030400	0.00548649
0.61081600	0.00168065
0.61132800	0.00560251
0.61184000	0.00801759
0.61235200	0.00864988
0.61286400	0.00664365
0.61337600	0.00182923
0.61388800	0.00964211
0.61440000	0.01198457
0.61491200	0.00632160
0.61542400	0.00394565
0.61593600	0.00576115
0.61644800	0.00962980
0.61696000	0.00263281
0.61747200	0.00961508
0.61798400	0.00683267
0.61849600	0.00978920
0.61900790	0.02104339
0.61951990	0.02075477
0.62003200	0.01365274
0.62054400	0.00730239
0.62105600	0.00107087
0.62156800	0.00377669
0.62208000	0.00466424
0.62259200	0.00174554
0.62310400	0.00353630
0.62361600	0.00092372
0.62412800	0.00544701
0.62464000	0.01468249
0.62515200	0.01269625
0.62566390	0.00469067
0.62617600	0.00449018
0.62668800	0.00311536
0.62720000	0.01294413
0.62771200	0.01846062
0.62822400	0.01559427
0.62873600	0.00823870
0.62924800	0.01846914
0.62976000	0.01519576
0.63027200	0.00205208
0.63078400	0.00396274
0.63129600	0.00267369
0.63180800	0.00270755
0.63232000	0.00833825
0.63283200	0.01235444
0.63334400	0.01214313
0.63385600	0.00704034
0.63436800	0.00150734
0.63488000	0.00543042
0.63539200	0.00654415
0.63590400	0.00299948
0.63641600	0.01039130
0.63692800	0.00987257
0.63744000	0.00548169
0.63795200	0.00385120
0.63846400	0.00560251
0.63897600	0.01090576
0.63948800	0.01496790
0.64000000	0.01106864
0.64051200	0.00452360
0.64102400	0.00872158
0.64153600	0.00945176
0.64204790	0.00463100
0.64256000	0.00279490
0.64307200	0.00172423
0.64358400	0.00285763
0.64409600	0.00041566
0.64460800	0.00405483
0.64512000	0.00583312
0.64563200	0.00138691
0.64614400	0.00435774
0.64665600	0.00343563
0.64716800	0.00601270
0.64768000	0.00774857
0.64819200	0.00290236
0.64870400	0.00514758
0.64921600	0.00869356
0.64972800	0.00902246
0.65024000	0.00621958
0.65075200	0.00718046
0.65126400	0.01119225
0.65177600	0.01020068
0.65228800	0.01183221
0.65280000	0.01199608
0.65331200	0.00934167
0.65382400	0.00597707
0.65433600	0.00889960
0.65484800	0.01193218
0.65536000	0.01280801
0.65587200	0.01562409
0.65638400	0.01334898
0.65689600	0.00603858
0.65740800	0.00380040
0.65791990	0.00810541
0.65843190	0.00967457
0.65894400	0.00992765
0.65945600	0.01025594
0.65996800	0.00939369
0.66048000	0.00463583
0.66099200	0.00385056
0.66150400	0.00246438
0.66201600	0.00637138
0.66252800	0.00825999
0.66304000	0.01179666
0.66355200	0.01241072
0.66406400	0.00687577
0.66457600	0.00673439
0.66508800	0.01272237
0.66560000	0.00920799
0.66611200	0.00702107
0.66662400	0.00570304
0.66713600	0.01057527
0.66764800	0.01212952
0.66816000	0.00740892
0.66867200	0.00484285
0.66918400	0.00290071
0.66969600	0.00589731
0.67020800	0.00878108
0.67072000	0.00808380
0.67123200	0.00505486
0.67174400	0.00390116
0.67225600	0.00936916
0.67276800	0.01139916
0.67328000	0.00678590
0.67379200	0.00507304
0.67430390	0.00579223
0.67481600	0.00228568
0.67532800	0.00514072
0.67584000	0.00711318
0.67635200	0.00479621
0.67686400	0.00331091
0.67737600	0.00398021
0.67788800	0.00198979
0.67840000	0.00459121
0.67891200	0.00565426
0.67942400	0.00817518
0.67993600	0.00689702
0.68044790	0.00734449
0.68096000	0.00962407
0.68147200	0.01043745
0.68198400	0.00697293
0.68249600	0.00480183
0.68300800	0.00556683
0.68352000	0.00587507
0.68403200	0.00859414
0.68454400	0.00820496
0.68505600	0.00896391
0.68556800	0.00560704
0.68608000	0.00656263
0.68659200	0.00928602
0.68710400	0.01515747
0.68761600	0.01511344
0.68812800	0.00945529
0.68864000	0.00745512
0.68915200	0.00781776
0.68966400	0.00934718
0.69017600	0.00493699
0.69068800	0.00170025
0.69120000	0.00163211
0.69171200	0.00701524
0.69222400	0.00713602
0.69273600	0.00582409
0.69324800	0.01099482
0.69376000	0.00730599
0.69427200	0.01043136
0.69478400	0.01716331
0.69529600	0.01900114
0.69580800	0.01905752
0.69632000	0.01158660
0.69683190	0.00427017
0.69734390	0.00058585
0.69785600	0.00692806
0.69836800	0.00724655
0.69888000	0.00599683
0.69939200	0.00983196
0.69990400	0.00567343
0.70041600	0.00544243
0.70092800	0.01087270
0.70144000	0.01392245
0.70195200	0.01117981
0.70246400	0.00958513
0.70297590	0.00539689
0.70348800	0.00552220
0.70400000	0.00563318
0.70451200	0.00265594
0.70502400	0.00127894
0.70553600	0.00658116
0.70604800	0.01191544
0.70656000	0.00999207
0.70707200	0.00427576
0.70758400	0.00527598
0.70809600	0.00234142
0.70860800	0.00701209
0.70912000	0.00984108
0.70963200	0.00534409
0.71014400	0.00593078
0.71065600	0.00443985
0.71116800	0.00407200
0.71168000	0.00194547
0.71219200	0.00373227
0.71270390	0.01161384
0.71321590	0.01259156
0.71372800	0.01089276
0.71424000	0.01381699
0.71475200	0.01654894
0.71526400	0.01898559
0.71577600	0.01764686
0.71628800	0.01162159
0.71680000	0.01661834
0.71731200	0.01772162
0.71782400	0.01417117
0.71833600	0.01144429
0.71884800	0.00453443
0.71935990	0.00754101
0.71987200	0.01488865
0.72038400	0.01196355
0.72089600	0.00418251
0.72140800	0.00227790
0.72192000	0.00359136
0.72243200	0.01097262
0.72294400	0.01314343
0.72345600	0.01284686
0.72396800	0.01171249
0.72448000	0.01141969
0.72499200	0.00617919
0.72550400	0.00297357
0.72601600	0.00546871
0.72652800	0.00779479
0.72704000	0.00554649
0.72755200	0.00264971
0.72806400	0.00088031
0.72857600	0.00346386
0.72908790	0.01121984
0.72960000	0.01225160
0.73011200	0.00794954
0.73062400	0.00338128
0.73113600	0.01188642
0.73164800	0.01163577
0.73216000	0.00831772
0.73267200	0.00807484
0.73318400	0.00800933
0.73369600	0.00517332
0.73420800	0.00327533
0.73472000	0.00336720
0.73523200	0.00393227
0.73574390	0.00528791
0.73625600	0.00949859
0.73676800	0.00845437
0.73728000	0.00292657
0.73779200	0.00390019
0.73830400	0.01027746
0.73881600	0.01116863
0.73932800	0.00704477
0.73984000	0.00496106
0.74035200	0.01036866
0.74086400	0.01049500
0.74137600	0.00158790
0.74188800	0.00421890
0.74240000	0.00383541
0.74291200	0.00569479
0.74342400	0.00862498
0.74393600	0.00509772
0.74444800	0.00371667
0.74496000	0.00716515
0.74547200	0.00642512
0.74598400	0.00333013
0.74649600	0.01046522
0.74700800	0.01362167
0.74752000	0.01111476
0.74803200	0.00770050
0.74854400	0.00475549
0.74905600	0.00361845
0.74956800	0.00908246
0.75008000	0.00803889
0.75059200	0.01082466
0.75110400	0.01007407
0.75161590	0.00835449
0.75212790	0.01017760
0.75263990	0.01041703
0.75315200	0.00653127
0.75366400	0.00326169
0.75417600	0.00949096
0.75468800	0.00852540
0.75520000	0.00401052
0.75571200	0.00768127
0.75622400	0.00671874
0.75673600	0.00793294
0.75724800	0.00264564
0.75776000	0.00266867
0.75827200	0.00049261
0.75878400	0.00164793
0.75929600	0.00539142
0.75980800	0.00842729
0.76032000	0.01031288
0.76083200	0.00811526
0.76134400	0.00621845
0.76185600	0.00366726
0.76236800	0.00415027
0.76288000	0.00496359
0.76339200	0.01062409
0.76390400	0.00935686
0.76441600	0.00434031
0.76492800	0.00579487
0.76544000	0.00356241
0.76595200	0.00435945
0.76646400	0.00857511
0.76697600	0.00825900
0.76748800	0.00652397
0.76799990	0.00772244
0.76851200	0.00810256
0.76902400	0.00309532
0.76953600	0.00293779
0.77004800	0.00747882
0.77056000	0.00748422
0.77107200	0.00544870
0.77158400	0.00649104
0.77209600	0.00630420
0.77260800	0.00612980
0.77312000	0.00471477
0.77363200	0.00284066
0.77414390	0.00752893
0.77465590	0.00943675
0.77516800	0.00304643
0.77568000	0.00838554
0.77619200	0.01056200
0.77670400	0.00975790
0.77721600	0.00739056
0.77772800	0.00369190
0.77824000	0.00245882
0.77875200	0.00271023
0.77926400	0.00914128
0.77977600	0.01584076
0.78028800	0.01289535
0.78080000	0.00773799
0.78131200	0.00859472
0.78182400	0.00842466
0.78233600	0.00782374
0.78284800	0.00624240
0.78336000	0.00426542
0.78387190	0.00554354
0.78438400	0.00855672
0.78489600	0.00996765
0.78540800	0.00882425
0.78592000	0.00362789
0.78643200	0.00506545
0.78694400	0.00447688
0.78745600	0.00200456
0.78796800	0.00308966
0.78848000	0.00119461
0.78899200	0.00458483
0.78950400	0.00661584
0.79001600	0.00677550
0.79052790	0.01123333
0.79103990	0.01024660
0.79155200	0.00205894
0.79206400	0.00538885
0.79257600	0.00736454
0.79308800	0.00613572
0.79360000	0.00374354
0.79411200	0.00218010
0.79462400	0.00970250
0.79513600	0.01256560
0.79564800	0.01078402
0.79616000	0.00934630
0.79667200	0.00259471
0.79718400	0.00602407
0.79769600	0.01256226
0.79820800	0.00930801
0.79872000	0.00592409
0.79923200	0.01620675
0.79974400	0.01369720
0.80025600	0.00058202
0.80076800	0.01180855
0.80128000	0.01616449
0.80179200	0.01432859
0.80230400	0.01154451
0.80281600	0.00995793
0.80332800	0.00615562
0.80384000	0.00725237
0.80435200	0.00690392
0.80486400	0.00487429
0.80537600	0.00903248
0.80588800	0.00847864
0.80639990	0.00265772
0.80691190	0.00089812
0.80742390	0.00165784
0.80793600	0.00374695
0.80844800	0.00254030
0.80896000	0.00989525
0.80947200	0.00963463
0.80998400	0.00510561
0.81049600	0.00321434
0.81100800	0.00821023
0.81152000	0.01116928
0.81203200	0.00592632
0.81254400	0.00254001
0.81305590	0.00803708
0.81356800	0.01068231
0.81408000	0.01288247
0.81459200	0.00715840
0.81510400	0.00774277
0.81561600	0.01778980
0.81612800	0.01872720
0.81664000	0.01337138
0.81715200	0.01224653
0.81766400	0.00675524
0.81817600	0.00214847
0.81868800	0.00679682
0.81920000	0.01031116
0.81971200	0.00771434
0.82022400	0.00262246
0.82073600	0.00181632
0.82124800	0.01020536
0.82176000	0.00770514
0.82227200	0.00318315
0.82278390	0.00559620
0.82329600	0.00629523
0.82380800	0.00472612
0.82432000	0.00288663
0.82483200	0.00402160
0.82534400	0.00421440
0.82585600	0.00962631
0.82636800	0.00812499
0.82688000	0.00395546
0.82739200	0.00408609
0.82790400	0.00550890
0.82841600	0.00693171
0.82892800	0.00281051
0.82943990	0.00275322
0.82995190	0.00191284
0.83046400	0.00383472
0.83097600	0.00843677
0.83148800	0.01200741
0.83200000	0.00908598
0.83251200	0.00406730
0.83302400	0.00350727
0.83353600	0.00514016
0.83404800	0.00982904
0.83456000	0.01502321
0.83507200	0.01690119
0.83558400	0.00916441
0.83609600	0.00083942
0.83660800	0.00348252
0.83712000	0.00093275
0.83763200	0.00321379
0.83814400	0.00097933
0.83865590	0.00500817
0.83916800	0.00919567
0.83968000	0.01247672
0.84019200	0.01226262
0.84070400	0.00815596
0.84121600	0.00564422
0.84172800	0.00336483
0.84224000	0.00355460
0.84275200	0.00657280
0.84326400	0.00205240
0.84377600	0.00386515
0.84428800	0.00309306
0.84480000	0.00438828
0.84531190	0.00400861
0.84582390	0.00574126
0.84633590	0.00483805
0.84684800	0.00591438
0.84736000	0.00956867
0.84787200	0.00873954
0.84838400	0.00768074
0.84889600	0.00976059
0.84940800	0.00666230
0.84992000	0.00172287
0.85043200	0.00171804
0.85094400	0.00723369
0.85145600	0.01074766
0.85196790	0.00971998
0.85248000	0.00824468
0.85299200	0.00711741
0.85350400	0.00484192
0.85401600	0.00401751
0.85452800	0.00657161
0.85504000	0.01168118
0.85555200	0.01021685
0.85606400	0.00584933
0.85657600	0.00891976
0.85708800	0.00410870
0.85760000	0.00464220
0.85811200	0.00729352
0.85862400	0.00537812
0.85913600	0.00532566
0.85964800	0.00675500
0.86016000	0.00438359
0.86067200	0.00472387
0.86118400	0.00965111
0.86169590	0.01215445
0.86220790	0.00816470
0.86272000	0.00030669
0.86323200	0.00782813
0.86374400	0.01131663
0.86425600	0.01128838
0.86476800	0.01000950
0.86528000	0.00545034
0.86579200	0.00055223
0.86630400	0.00442237
0.86681600	0.00970216
0.86732800	0.00666885
0.86783990	0.00404582
0.86835190	0.00416822
0.86886400	0.00205391
0.86937600	0.00187043
0.86988800	0.00346785
0.87040000	0.01012705
0.87091200	0.00852587
0.87142400	0.00247769
0.87193600	0.00292243
0.87244800	0.00315097
0.87296000	0.00252631
0.87347200	0.00501992
0.87398400	0.00696575
0.87449600	0.00658699
0.87500800	0.00107037
0.87552000	0.00558693
0.87603200	0.00534073
0.87654400	0.00600552
0.87705600	0.00370763
0.87756790	0.00543864
0.87808000	0.00483829
0.87859200	0.00894531
0.87910400	0.00735568
0.87961600	0.00246719
0.88012800	0.00334561
0.88064000	0.00753388
0.88115200	0.00665276
0.88166400	0.00999854
0.88217600	0.00940161
0.88268800	0.00492246
0.88320000	0.00385539
0.88371200	0.00401734
0.88422390	0.00354637
0.88473590	0.00884998
0.88524800	0.00861841
0.88576000	0.00835418
0.88627200	0.00992587
0.88678400	0.00778391
0.88729600	0.00302658
0.88780800	0.00204398
0.88832000	0.00400356
0.88883200	0.00190527
0.88934400	0.00503346
0.88985600	0.00296354
0.89036800	0.00286256
0.89088000	0.00939202
0.89139200	0.01081816
0.89190400	0.00576916
0.89241600	0.00358635
0.89292800	0.00519179
0.89344000	0.00487812
0.89395200	0.01302075
0.89446400	0.00908665
0.89497600	0.00380906
0.89548800	0.00262029
0.89600000	0.00563912
0.89651200	0.01120193
0.89702400	0.00854429
0.89753600	0.00376281
0.89804800	0.00407098
0.89856000	0.00180456
0.89907200	0.00774854
0.89958400	0.01319569
0.90009590	0.00970263
0.90060790	0.00592008
0.90111990	0.00441715
0.90163200	0.00369061
0.90214400	0.00279294
0.90265600	0.00123528
0.90316800	0.00236563
0.90368000	0.00336595
0.90419200	0.00955890
0.90470400	0.00810663
0.90521600	0.00544486
0.90572800	0.00400678
0.90624000	0.00480120
0.90675190	0.00938795
0.90726400	0.00363287
0.90777600	0.00420869
0.90828800	0.00069474
0.90880000	0.00622243
0.90931200	0.00615958
0.90982400	0.00091991
0.91033600	0.00655621
0.91084800	0.00787886
0.91136000	0.00478005
0.91187200	0.00357728
0.91238400	0.00341805
0.91289600	0.00439805
0.91340800	0.00414165
0.91392000	0.00320209
0.91443200	0.00179596
0.91494400	0.00230780
0.91545600	0.00551658
0.91596800	0.00650458
0.91647990	0.00256007
0.91699190	0.00290468
0.91750400	0.00393564
0.91801600	0.00722831
0.91852800	0.00871101
0.91904000	0.00722789
0.91955200	0.00648216
0.92006400	0.00482987
0.92057600	0.00140877
0.92108800	0.00683811
0.92160000	0.00609119
0.92211200	0.00176580
0.92262400	0.00188511
0.92313590	0.00120780
0.92364790	0.00315480
0.92416000	0.00286514
0.92467200	0.00371503
0.92518400	0.00143686
0.92569600	0.00247502
0.92620800	0.00632180
0.92672000	0.00664898
0.92723200	0.00536700
0.92774400	0.01006833
0.92825600	0.00540998
0.92876800	0.00210748
0.92927990	0.00163080
0.92979200	0.00512556
0.93030400	0.00426874
0.93081600	0.00474579
0.93132800	0.00597873
0.93184000	0.00418387
0.93235200	0.00452166
0.93286400	0.00757768
0.93337600	0.00732924
0.93388800	0.00398313
0.93440000	0.00277697
0.93491200	0.00348369
0.93542400	0.00626588
0.93593600	0.00807217
0.93644800	0.00524862
0.93696000	0.00345713
0.93747200	0.00479258
0.93798400	0.00390628
0.93849600	0.00847683
0.93900790	0.00794554
0.93951990	0.00429332
0.94003190	0.00166317
